Report ID,Report Type,Year,Arrest Date,Time,Time Range,Area Name,Reporting District,Age,Sex,Race,Charge Group Description,Arrest Type,Charge,Charge Description,Disposition Description,Address,Cross Street,LAT,LON,CD
230208791,RFC,2023,4/7/23 0:00,1436,12pm-4pm,Rampart,246,29,Male,Hispanic/Latino,Miscellaneous Other Violations,Infraction,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,600 S  ALVARADO                     ST,,34.0595,-118.2749,1
230208793,RFC,2023,4/7/23 0:00,1710,4pm-8pm,Rampart,246,37,Male,Black,Miscellaneous Other Violations,Infraction,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,ALVARADO                     ST,WILSHIRE,34.0579,-118.2759,1
230808230,RFC,2023,4/7/23 0:00,935,8am-12pm,West LA,851,46,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)(1),LOITER/OBSTRUCT IN VIO OF ADA,MISDEMEANOR COMPLAINT FILED,BUNDY,OHIO,34.0402,-118.4629,11
230808229,RFC,2023,4/7/23 0:00,2120,8pm-12am,West LA,851,63,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)(1),LOITER/OBSTRUCT IN VIO OF ADA,MISDEMEANOR COMPLAINT FILED,BUNDY,OHIO,34.0402,-118.4629,11
231709398,RFC,2023,4/8/23 0:00,1130,8am-12pm,Devonshire,1737,52,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GOTHIC                       AV,SAN DIEGO                    FY,34.2703,-118.4959,12
231709391,RFC,2023,4/8/23 0:00,820,8am-12pm,Devonshire,1761,32,Male,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709395,RFC,2023,4/8/23 0:00,1115,8am-12pm,Devonshire,1736,51,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GOTHIC                       AV,SAN FERNANDO MIS             BL,0,0,12
231709406,RFC,2023,4/8/23 0:00,800,4am-8am,Devonshire,1762,35,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER                      ST,CANOGA                       AV,34.2465,-118.5841,12
231709268,RFC,2023,4/8/23 0:00,1050,8am-12pm,Devonshire,1759,31,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709408,RFC,2023,4/8/23 0:00,820,8am-12pm,Devonshire,1761,31,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709269,RFC,2023,4/8/23 0:00,820,8am-12pm,Devonshire,1761,33,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709402,RFC,2023,4/8/23 0:00,920,8am-12pm,Devonshire,1751,31,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,10000    OLD DEPOT PLAZA              RD,,34.25,-118.599,12
231709271,RFC,2023,4/8/23 0:00,840,8am-12pm,Devonshire,1761,41,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,9200    JORDAN                       AV,,34.2373,-118.604,12
231709262,RFC,2023,4/8/23 0:00,1055,8am-12pm,Devonshire,1759,48,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709400,RFC,2023,4/8/23 0:00,1130,8am-12pm,Devonshire,1737,44,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GOTHIC                       AV,SAN DIEGO                    FY,34.2703,-118.4959,12
231709270,RFC,2023,4/8/23 0:00,900,8am-12pm,Devonshire,1761,42,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,OWENSMOUTH,PLUMMER                      ST,34.2427,-118.6022,12
231709396,RFC,2023,4/8/23 0:00,1115,8am-12pm,Devonshire,1737,36,Male,Asian,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GOTHIC                       AV,SAN FERNANDO MIS             BL,34.2703,-118.4959,12
231709258,RFC,2023,4/8/23 0:00,755,4am-8am,Devonshire,1761,36,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,21400    PLUMMER                      ST,,34.2427,-118.5976,12
231709260,RFC,2023,4/8/23 0:00,1000,8am-12pm,Devonshire,1747,56,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,16800    DEVONSHIRE                   ST,,34.2612,-118.4957,12
231709401,RFC,2023,4/8/23 0:00,920,8am-12pm,Devonshire,1751,69,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,10000    OLD DEPOT PLAZA              RD,,34.25,-118.599,12
231709393,RFC,2023,4/8/23 0:00,920,8am-12pm,Devonshire,1761,30,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,LASSEN                       ST,OLD DEPOT PLAZA              RD,34.2448,-118.6134,12
231709394,RFC,2023,4/8/23 0:00,930,8am-12pm,Devonshire,1761,37,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,LASSEN                       ST,OLD DEPOT PLAZA              RD,34.2448,-118.6134,12
231709263,RFC,2023,4/8/23 0:00,1040,8am-12pm,Devonshire,1759,38,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709259,RFC,2023,4/8/23 0:00,1000,8am-12pm,Devonshire,1747,33,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BALBOA                       BL,34.2575,-118.5023,12
231709397,RFC,2023,4/8/23 0:00,1130,8am-12pm,Devonshire,1736,28,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,GOTHIC                       AV,SAN DIEGO                    FY,0,0,12
231709261,RFC,2023,4/8/23 0:00,1030,8am-12pm,Devonshire,1759,44,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709273,RFC,2023,4/8/23 0:00,800,4am-8am,Devonshire,1761,57,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER                      ST,CANOGA                       AV,34.2427,-118.5976,12
231709272,RFC,2023,4/8/23 0:00,820,8am-12pm,Devonshire,1761,35,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709390,RFC,2023,4/8/23 0:00,835,8am-12pm,Devonshire,1761,60,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,NORDHOFF                     ST,34.2354,-118.6039,12
231709264,RFC,2023,4/8/23 0:00,1045,8am-12pm,Devonshire,1759,32,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709392,RFC,2023,4/8/23 0:00,930,8am-12pm,Devonshire,1761,31,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,LASSEN                       ST,OLD DEPOT PLAZA              RD,34.2448,-118.6134,12
231709409,RFC,2023,4/8/23 0:00,820,8am-12pm,Devonshire,1761,29,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,9400    JORDAN                       AV,,34.2409,-118.604,12
231709852,RFC,2023,4/8/23 0:00,810,8am-12pm,Devonshire,1761,30,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709405,RFC,2023,4/8/23 0:00,750,4am-8am,Devonshire,1761,27,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER                      ST,CANOGA                       AV,34.2427,-118.5976,12
231710275,RFC,2023,4/8/23 0:00,920,8am-12pm,Devonshire,1794,53,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,8600    CREBS                        AV,,34.2274,-118.5438,12
231709265,RFC,2023,4/8/23 0:00,1020,8am-12pm,Devonshire,1759,43,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAND DIEGO                   FY,34.2537,-118.477,12
231708072,RFC,2023,4/9/23 0:00,955,8am-12pm,Devonshire,1782,38,Male,Hispanic/Latino,,Misdemeanor,41.18A1 LAM,,MISDEMEANOR COMPLAINT FILED,MIKUNI                       AV,NORDHOFF                     WY,34.2328,-118.5611,12
231709410,RFC,2023,4/9/23 0:00,950,8am-12pm,Devonshire,1782,29,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,MIKUNI                       AV,NORDHOFF                     ST,34.2328,-118.5611,12
231709954,RFC,2023,4/9/23 0:00,920,8am-12pm,Devonshire,1791,32,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,WINNETKA                     AV,ROSCOE                       ST,34.2203,-118.571,3
230209043,RFC,2023,4/10/23 0:00,1451,12pm-4pm,Rampart,246,20,Male,Hispanic/Latino,Miscellaneous Other Violations,Infraction,41.18LAMC,LOITERING (GENERALLY),MISDEMEANOR COMPLAINT FILED,WILSHIRE,6TH,34.0598,-118.2734,1
231709415,RFC,2023,4/11/23 0:00,1057,8am-12pm,Devonshire,1771,50,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PRAIRIE                      ST,MASON                        AV,34.2402,-118.5798,12
231709417,RFC,2023,4/11/23 0:00,915,8am-12pm,Devonshire,1782,29,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,MIKUNI                       AV,NORDHOFF                     ST,34.2328,-118.5611,12
231709412,RFC,2023,4/11/23 0:00,1145,8am-12pm,Devonshire,1771,61,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER                      ST,DE SOTO                      AV,34.2428,-118.5886,12
231709413,RFC,2023,4/11/23 0:00,1100,8am-12pm,Devonshire,1776,46,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PRAIRIE                      ST,MASON                        AV,34.2438,-118.498,12
231709416,RFC,2023,4/11/23 0:00,900,8am-12pm,Devonshire,1782,63,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,19300    LONDELIUS                    ST,,34.2299,-118.5535,12
231709419,RFC,2023,4/13/23 0:00,825,8am-12pm,Devonshire,1782,29,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,8900    MIKUNI                       AV,,34.232,-118.5611,12
230808750,RFC,2023,4/14/23 0:00,1545,12pm-4pm,West LA,891,28,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)(1),LOITER/OBSTRUCT IN VIO OF ADA,MISDEMEANOR COMPLAINT FILED,BUNDY,BUNDY,34.0289,-118.4498,11
231709449,RFC,2023,4/14/23 0:00,1027,8am-12pm,Devonshire,1749,40,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BLUCHER                      AV,34.2573,-118.4733,12
231710311,RFC,2023,4/14/23 0:00,800,4am-8am,Devonshire,1738,43,Female,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,15800    BERMUDA                      ST,,34.2665,-118.4795,12
231709457,RFC,2023,4/14/23 0:00,950,8am-12pm,Devonshire,1759,39,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231107928,RFC,2023,4/14/23 0:00,1030,8am-12pm,Northeast,1181,44,Male,White,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1200    SILVER LAKE                  BL,,34.0831,-118.2726,13
231107930,RFC,2023,4/14/23 0:00,1020,8am-12pm,Northeast,1181,46,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1200    SILVER LAKE                  BL,,34.0831,-118.2726,13
231709458,RFC,2023,4/14/23 0:00,950,8am-12pm,Devonshire,1759,44,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709429,RFC,2023,4/14/23 0:00,815,8am-12pm,Devonshire,1761,32,Male,Other,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709430,RFC,2023,4/14/23 0:00,830,8am-12pm,Devonshire,1761,27,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,9200    JORDAN                       AV,,34.2373,-118.604,12
231709422,RFC,2023,4/14/23 0:00,745,4am-8am,Devonshire,1761,36,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER                      ST,CANOGA                       AV,34.2427,-118.5976,12
231107926,RFC,2023,4/14/23 0:00,1020,8am-12pm,Northeast,1181,46,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1200    SILVER LAKE                  BL,,34.0831,-118.2726,13
231709431,RFC,2023,4/14/23 0:00,820,8am-12pm,Devonshire,1761,47,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709435,RFC,2023,4/14/23 0:00,1115,8am-12pm,Devonshire,1794,52,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PARTHENIA                    ST,ETIWANDA                     AV,34.2287,-118.5323,12
231709434,RFC,2023,4/14/23 0:00,755,4am-8am,Devonshire,1761,36,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER                      ST,CANOGA                       AV,34.2427,-118.5976,12
231107929,RFC,2023,4/14/23 0:00,1010,8am-12pm,Northeast,1181,40,Male,Hispanic/Latino,,Infraction,41.18(D)LAM,,MISDEMEANOR COMPLAINT FILED,1200    SILVER LAKE                  BL,,34.0831,-118.2726,13
231709427,RFC,2023,4/14/23 0:00,1000,8am-12pm,Devonshire,1757,56,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BALBOA                       BL,34.2575,-118.5023,12
231709459,RFC,2023,4/14/23 0:00,1000,8am-12pm,Devonshire,1759,34,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709447,RFC,2023,4/14/23 0:00,940,8am-12pm,Devonshire,1757,43,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BALBOA                       BL,34.2575,-118.5023,12
231709420,RFC,2023,4/14/23 0:00,740,4am-8am,Devonshire,1761,31,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,21400    PLUMMER                      ST,,34.2427,-118.5976,12
231709450,RFC,2023,4/14/23 0:00,850,8am-12pm,Devonshire,1761,60,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,NORDHOFF                     ST,34.2354,-118.6039,12
231709423,RFC,2023,4/14/23 0:00,940,8am-12pm,Devonshire,1757,39,Male,Black,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BALBOA                       AV,34.2575,-118.5023,12
231709437,RFC,2023,4/14/23 0:00,1011,8am-12pm,Devonshire,1749,47,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BLUCHER                      AV,34.2573,-118.4733,12
231709433,RFC,2023,4/14/23 0:00,815,8am-12pm,Devonshire,1761,30,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709453,RFC,2023,4/14/23 0:00,1054,8am-12pm,Devonshire,1717,39,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,SAN FERNANDO MIS             BL,GOTHIC                       AV,34.2761,-118.4906,12
231709119,RFC,2023,4/14/23 0:00,1153,8am-12pm,Devonshire,1792,32,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,ROSCOE                       BL,WINNETKA                     AV,34.2203,-118.571,3
231709455,RFC,2023,4/14/23 0:00,800,4am-8am,Devonshire,1738,40,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,BERMUDA                      ST,HASKELL                      AV,34.2666,-118.476,12
231709439,RFC,2023,4/14/23 0:00,850,8am-12pm,Devonshire,1761,56,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,NORDHOFF                     ST,34.2354,-118.6039,12
231709424,RFC,2023,4/14/23 0:00,945,8am-12pm,Devonshire,1757,64,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BALBOA                       AV,34.2575,-118.5023,12
231709451,RFC,2023,4/14/23 0:00,818,8am-12pm,Devonshire,1761,39,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,NORDHOFF                     ST,34.2354,-118.6039,12
231709816,RFC,2023,4/14/23 0:00,830,8am-12pm,Devonshire,1761,29,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,9200    JORDAN                       AV,,34.2373,-118.604,12
231709817,RFC,2023,4/14/23 0:00,1022,8am-12pm,Devonshire,1759,43,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231710313,RFC,2023,4/14/23 0:00,835,8am-12pm,Devonshire,1738,37,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,15000    BERMUDA                      ST,,34.2665,-118.4795,12
231709463,RFC,2023,4/14/23 0:00,1030,8am-12pm,Devonshire,1759,58,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709436,RFC,2023,4/14/23 0:00,1010,8am-12pm,Devonshire,1759,53,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709454,RFC,2023,4/14/23 0:00,750,4am-8am,Devonshire,1738,47,Female,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,BERMUDA                      ST,HASKELL                      AV,34.2666,-118.476,12
231709440,RFC,2023,4/14/23 0:00,947,8am-12pm,Devonshire,1757,40,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,BALBOA                       BL,34.2575,-118.5023,12
231709438,RFC,2023,4/14/23 0:00,1033,8am-12pm,Devonshire,1749,38,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.261,-118.4807,12
231710277,RFC,2023,4/14/23 0:00,810,8am-12pm,Devonshire,1761,29,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,9400    JORDAN                       AV,,34.2409,-118.604,12
231709462,RFC,2023,4/14/23 0:00,1020,8am-12pm,Devonshire,1759,43,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,DEVONSHIRE                   ST,SAN DIEGO                    FY,34.2537,-118.477,12
231709428,RFC,2023,4/14/23 0:00,845,8am-12pm,Devonshire,1761,40,Male,Hispanic/Latino,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,JORDAN                       AV,PLUMMER                      ST,34.2427,-118.604,12
231709448,RFC,2023,4/14/23 0:00,753,4am-8am,Devonshire,1761,27,Female,White,Disorderly Conduct,Misdemeanor,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,MISDEMEANOR COMPLAINT FILED,PLUMMER                      ST,CANOGA                       AV,34.2427,-118.5976,12
230808390,RFC,2023,4/15/23 0:00,930,8am-12pm,West LA,851,66,Male,White,Disorderly Conduct,Misdemeanor,41.18(A)(1),LOITER/OBSTRUCT IN VIO OF ADA,MISDEMEANOR COMPLAINT FILED,12000    OHIO                         AV,,34.0411,-118.4619,11
